 I7 : 86898 
 I6 : 601374 
 I138 : 35127 
 I64 : 48262 
 I148 : 69922 
 I3 : 450031 
 I4 : 78097 
 I218 : 88598 
 I55 : 65412 
 I77 : 43454 
 I11 : 364065 
 I1 : 197522 
 I27 : 72134 
 I2 : 42927 
 I3I6 : 265180 
 I11I6 : 324013 
 I11I3 : 161286 
 I1I6 : 132113 
 I1I11 : 91882 
 I1I3 : 84660 
 I218I6 : 77675 
 I218I11 : 61656 
 I218I3 : 38673 
 I7I6 : 73610 
 I7I11 : 57074 
 I7I3 : 38659 
 I4I6 : 45377 
 I4I3 : 35438 
 I27I6 : 59418 
 I27I11 : 46103 
 I27I7 : 40235 
 I148I6 : 64750 
 I148I218 : 58823 
 I148I11 : 55759 
 I55I6 : 38875 
 I64I6 : 39697 
 I77I6 : 37654 
 I11I3I6 : 143682 
 I1I11I6 : 86092 
 I1I3I6 : 57802 
 I218I11I6 : 60630 
 I7I11I6 : 55835 
 I27I11I6 : 44923 
 I27I7I6 : 37397 
 I148I218I6 : 56838 
 I148I11I6 : 55230 
