 I8 : 239061 
 I12 : 339601 
 I15 : 272918 
 I16 : 332414 
 I17 : 340151 
 I18 : 339095 
 I21 : 302446 
 I24 : 274213 
 I25 : 258434 
 I27 : 284036 
 I28 : 270565 
 I29 : 299191 
 I31 : 318014 
 I41 : 264597 
 I43 : 291396 
 I59 : 246294 
 I12I17 : 339569 
 I18I17 : 339063 
 I18I12 : 338921 
 I16I17 : 332382 
 I16I12 : 332165 
 I16I18 : 331648 
 I31I17 : 317988 
 I31I12 : 317536 
 I31I18 : 317103 
 I31I16 : 312204 
 I21I17 : 302415 
 I21I12 : 301939 
 I21I18 : 301478 
 I21I16 : 295351 
 I21I31 : 284154 
 I29I17 : 299159 
 I29I12 : 298680 
 I29I18 : 298197 
 I29I16 : 291958 
 I29I31 : 279681 
 I29I21 : 268665 
 I43I17 : 291366 
 I43I12 : 290899 
 I43I18 : 290493 
 I43I16 : 285220 
 I43I31 : 273126 
 I43I21 : 258402 
 I43I29 : 256190 
 I27I17 : 284008 
 I27I12 : 283580 
 I27I18 : 283186 
 I27I16 : 277963 
 I27I21 : 272438 
 I27I31 : 266632 
 I27I29 : 249682 
 I27I43 : 243163 
 I24I17 : 274190 
 I24I12 : 273759 
 I24I18 : 273333 
 I24I16 : 267887 
 I24I31 : 257123 
 I24I29 : 242229 
 I24I21 : 242140 
 I15I17 : 272887 
 I15I12 : 272399 
 I15I18 : 271948 
 I15I16 : 267037 
 I15I31 : 257417 
 I15I21 : 243119 
 I15I29 : 239070 
 I28I17 : 270537 
 I28I12 : 270164 
 I28I18 : 269629 
 I28I16 : 263284 
 I28I31 : 256653 
 I41I17 : 264572 
 I41I12 : 264239 
 I41I18 : 263796 
 I41I16 : 259507 
 I41I31 : 255404 
 I25I17 : 258408 
 I25I12 : 257882 
 I25I18 : 257502 
 I25I16 : 252960 
 I25I31 : 240490 
 I59I17 : 246273 
 I59I12 : 246228 
 I59I18 : 245825 
 I59I16 : 242341 
 I59I31 : 240296 
 I8I17 : 239041 
 I8I12 : 238657 
 I8I18 : 238295 
 I18I12I17 : 338889 
 I16I12I17 : 332133 
 I16I18I17 : 331616 
 I16I18I12 : 331490 
 I31I12I17 : 317510 
 I31I18I17 : 317077 
 I31I18I12 : 316960 
 I31I16I17 : 312178 
 I31I16I12 : 312009 
 I31I16I18 : 311569 
 I21I12I17 : 301908 
 I21I18I17 : 301447 
 I21I18I12 : 301317 
 I21I16I17 : 295320 
 I21I16I12 : 295134 
 I21I16I18 : 294663 
 I21I31I17 : 284129 
 I21I31I12 : 283729 
 I21I31I18 : 283334 
 I21I31I16 : 278779 
 I29I12I17 : 298648 
 I29I18I17 : 298165 
 I29I18I12 : 298041 
 I29I16I17 : 291926 
 I29I16I12 : 291738 
 I29I16I18 : 291245 
 I29I31I17 : 279655 
 I29I31I12 : 279263 
 I29I31I18 : 278848 
 I29I31I16 : 274211 
 I29I21I17 : 268634 
 I29I21I12 : 268212 
 I29I21I18 : 267772 
 I29I21I16 : 262034 
 I29I21I31 : 252402 
 I43I12I17 : 290869 
 I43I18I17 : 290463 
 I43I18I12 : 290341 
 I43I16I17 : 285190 
 I43I16I12 : 285004 
 I43I16I18 : 284589 
 I43I31I17 : 273101 
 I43I31I12 : 272718 
 I43I31I18 : 272362 
 I43I31I16 : 268464 
 I43I21I17 : 258373 
 I43I21I12 : 257969 
 I43I21I18 : 257603 
 I43I21I16 : 252747 
 I43I21I31 : 243422 
 I43I29I17 : 256160 
 I43I29I12 : 255756 
 I43I29I18 : 255368 
 I43I29I16 : 250450 
 I43I29I31 : 240102 
 I27I12I17 : 283552 
 I27I18I17 : 283158 
 I27I18I12 : 283057 
 I27I16I17 : 277935 
 I27I16I12 : 277785 
 I27I16I18 : 277383 
 I27I21I17 : 272410 
 I27I21I12 : 271999 
 I27I21I18 : 271615 
 I27I21I16 : 266624 
 I27I31I17 : 266610 
 I27I31I12 : 266253 
 I27I31I18 : 265923 
 I27I31I16 : 262118 
 I27I29I17 : 249654 
 I27I29I12 : 249285 
 I27I29I18 : 248907 
 I27I29I16 : 244082 
 I27I29I21 : 240270 
 I27I43I17 : 243137 
 I27I43I12 : 242772 
 I27I43I18 : 242454 
 I27I43I16 : 238376 
 I24I12I17 : 273736 
 I24I18I17 : 273310 
 I24I18I12 : 273193 
 I24I16I17 : 267864 
 I24I16I12 : 267690 
 I24I16I18 : 267256 
 I24I31I17 : 257106 
 I24I31I12 : 256742 
 I24I31I18 : 256373 
 I24I31I16 : 252352 
 I24I29I17 : 242206 
 I24I29I12 : 241834 
 I24I29I18 : 241425 
 I24I21I17 : 242118 
 I24I21I12 : 241746 
 I24I21I18 : 241360 
 I15I12I17 : 272368 
 I15I18I17 : 271917 
 I15I18I12 : 271837 
 I15I16I17 : 267006 
 I15I16I12 : 266842 
 I15I16I18 : 266387 
 I15I31I17 : 257392 
 I15I31I12 : 256994 
 I15I31I18 : 256594 
 I15I31I16 : 253049 
 I15I21I17 : 243089 
 I15I21I12 : 242672 
 I15I21I18 : 242265 
 I15I29I17 : 239039 
 I15I29I12 : 238616 
 I15I29I18 : 238189 
 I28I12I17 : 270136 
 I28I18I17 : 269601 
 I28I18I12 : 269522 
 I28I16I17 : 263256 
 I28I16I12 : 263120 
 I28I16I18 : 262578 
 I28I31I17 : 256630 
 I28I31I12 : 256319 
 I28I31I18 : 255868 
 I28I31I16 : 251224 
 I41I12I17 : 264214 
 I41I18I17 : 263771 
 I41I18I12 : 263711 
 I41I16I17 : 259482 
 I41I16I12 : 259377 
 I41I16I18 : 258933 
 I41I31I17 : 255382 
 I41I31I12 : 255065 
 I41I31I18 : 254663 
 I41I31I16 : 250992 
 I25I12I17 : 257856 
 I25I18I17 : 257476 
 I25I18I12 : 257358 
 I25I16I17 : 252934 
 I25I16I12 : 252737 
 I25I16I18 : 252345 
 I25I31I17 : 240469 
 I25I31I12 : 240037 
 I25I31I18 : 239702 
 I59I12I17 : 246207 
 I59I18I17 : 245804 
 I59I18I12 : 245766 
 I59I16I17 : 242320 
 I59I16I12 : 242288 
 I59I16I18 : 241880 
 I59I31I17 : 240277 
 I59I31I12 : 240231 
 I59I31I18 : 239855 
 I8I12I17 : 238637 
 I8I18I17 : 238275 
 I8I18I12 : 238172 
