 I17 : 43516 : 43740.40004629712 : 224.40004629712212 
 I4404 : 45106 : 45320.897392474115 : 214.89739247411694 
 I4426 : 47772 : 47592.850702102776 : -179.14929789722444 
 I4414 : 41820 : 41819.14328417623 : -0.8567158237708314 
 I3404 : 45106 : 45062.85831625643 : -43.141683743569274 
 I4937 : 35387 : 35508.105862570636 : 121.10586257063208 
 I7062 : 48628 : 48385.94212719684 : -242.05787280316284 
 I84 : 36475 : 36134.05630348524 : -340.94369651476313 
 I4436 : 47050 : 47042.07877571318 : -7.921224286823234 
 I7092 : 47526 : 47644.71716775788 : 118.71716775787993 
 I7102 : 45256 : 45218.790287595046 : -37.20971240495696 
 I4432 : 47759 : 47564.18750342859 : -194.81249657141228 
 I4430 : 46590 : 45799.416214292854 : -790.5837857071422 
 I197 : 36746 : 36800.729208383644 : 54.729208383642266 
 I7072 : 38749 : 39427.14731804437 : 678.147318044373 
 I260 : 45182 : 44863.21989550651 : -318.7801044934928 
 I4502 : 36492 : 37193.76749880385 : 701.7674988038472 
 I7112 : 46522 : 46246.74587451883 : -275.25412548117407 
 I168 : 36267 : 36314.3094737601 : 47.30947376010185 
 I4428 : 48193 : 47745.54789001392 : -447.4521099860814 
 I161 : 36856 : 36758.116678296596 : -97.8833217034008 
 I4933 : 35782 : 35528.9379960404 : -253.0620039596063 
 I4440 : 41820 : 41946.382361848475 : 126.38236184847668 
 I184 : 48258 : 48472.97667287601 : 214.97667287601024 
 I265 : 45182 : 44976.08779623099 : -205.91220376901188 
 I4434 : 47866 : 48292.62604563067 : 426.6260456306701 
 I180 : 48258 : 48036.19424896326 : -221.80575103674673 
 I4940 : 47640 : 47721.03579153479 : 81.03579153479353 
 I7082 : 42557 : 42579.619973446046 : 22.619973446049254 
 I188 : 46954 : 47322.70452134168 : 368.7045213416809 
 I4438 : 48944 : 48198.373110989225 : -745.626889010773 
 I4499 : 36386 : 36408.41613778606 : 22.41613778605969 
 I170 : 48572 : 50104.91969826254 : 1532.919698262546 
 I3403 : 41380 : 41001.819447139605 : -378.1805528603933 
 I170I4438 : 48470 : 47314.59614992739 : -1155.4038500726097 
 I170I7062 : 48156 : 61548.61445283986 : 13392.614452839862 
 I180I170 : 47917 : 68466.70266134471 : 20549.702661344705 
 I180I7062 : 47843 : 67944.46976946194 : 20101.46976946194 
 I184I180 : 48258 : 44931.84088864961 : -3326.159111350392 
 I184I4438 : 48156 : 35527.90979511858 : -12628.090204881419 
 I184I170 : 47917 : 39019.70006620952 : -8897.299933790477 
 I184I7062 : 47843 : 49159.54874156709 : 1316.5487415670837 
 I4428I4438 : 48091 : 40942.756694106276 : -7148.243305893722 
 I4428I170 : 47722 : 51758.15126542405 : 4036.151265424049 
 I4428I180 : 47412 : 52566.06554366731 : 5154.065543667314 
 I4428I184 : 47412 : 52962.437080939606 : 5550.437080939606 
 I4434I4438 : 47781 : 43578.450053436274 : -4202.549946563728 
 I4434I7062 : 47471 : 72756.93758770514 : 25285.93758770514 
 I4434I170 : 47398 : 41529.50042302447 : -5868.499576975531 
 I4434I180 : 47082 : 41339.359904709774 : -5742.640095290228 
 I4434I4428 : 47045 : 59005.99831849465 : 11960.998318494647 
 I4426I4438 : 47670 : 39032.0048938936 : -8637.995106106397 
 I4426I4428 : 47325 : 53641.666985565935 : 6316.666985565933 
 I4426I180 : 46998 : 42942.21268353702 : -4055.787316462977 
 I4426I184 : 46998 : 84342.91717777794 : 37344.91717777795 
 I4426I4434 : 46602 : 56623.53463600028 : 10021.534636000282 
 I4432I4438 : 47666 : 53534.09758202807 : 5868.097582028074 
 I4432I7062 : 47371 : 59368.02942955797 : 11997.029429557972 
