 I17 : 43516 
 I84 : 36475 
 I161 : 36856 
 I168 : 36267 
 I170 : 48572 
 I180 : 48258 
 I184 : 48258 
 I188 : 46954 
 I260 : 45182 
 I265 : 45182 
 I3403 : 41380 
 I3404 : 45106 
 I4404 : 45106 
 I4414 : 41820 
 I4426 : 47772 
 I4428 : 48193 
 I4430 : 46590 
 I4432 : 47759 
 I4434 : 47866 
 I4436 : 47050 
 I4438 : 48944 
 I4440 : 41820 
 I4499 : 36386 
 I4502 : 36492 
 I4933 : 35782 
 I4937 : 35387 
 I4940 : 47640 
 I7062 : 48628 
 I7082 : 42557 
 I7092 : 47526 
 I7102 : 45256 
 I7112 : 46522 
 I197 : 36746 
 I7072 : 38749 
 I7062I4438 : 48529 
 I170I4438 : 48470 
 I170I7062 : 48156 
 I184I4438 : 48156 
 I184I170 : 47917 
 I184I7062 : 47843 
 I180I184 : 48258 
 I180I4438 : 48156 
 I180I170 : 47917 
 I180I7062 : 47843 
 I4428I4438 : 48091 
 I4428I7062 : 47783 
 I4428I170 : 47722 
 I4428I184 : 47412 
 I4428I180 : 47412 
 I4434I4438 : 47781 
 I4434I7062 : 47471 
 I4434I170 : 47398 
 I4434I184 : 47082 
 I4434I180 : 47082 
 I4434I4428 : 47045 
 I4426I4438 : 47670 
 I4426I7062 : 47359 
 I4426I4428 : 47325 
 I4426I170 : 47310 
 I4426I184 : 46998 
 I4426I180 : 46998 
 I4426I4434 : 46602 
 I4432I4438 : 47666 
 I4432I7062 : 47371 
 I4432I170 : 47289 
 I4432I4428 : 47020 
 I4432I184 : 46975 
 I4432I180 : 46975 
 I4432I4434 : 46888 
 I4432I4426 : 46536 
 I4940I4438 : 47539 
 I4940I7062 : 47228 
 I4940I170 : 47193 
 I4940I184 : 46893 
 I4940I180 : 46893 
 I4940I4428 : 46818 
 I4940I4434 : 46486 
 I4940I4426 : 46408 
 I4940I4432 : 46395 
 I7092I4438 : 47426 
 I7092I7062 : 47119 
 I7092I170 : 47072 
 I7092I184 : 46798 
 I7092I180 : 46798 
 I7092I4428 : 46698 
 I7092I4434 : 46373 
 I7092I4426 : 46278 
 I7092I4432 : 46251 
 I7092I4940 : 46236 
 I4436I4438 : 46975 
 I4436I7062 : 46670 
 I4436I170 : 46590 
 I4436I184 : 46270 
 I4436I180 : 46270 
 I4436I4428 : 46203 
 I4436I4434 : 46160 
 I4436I4432 : 45898 
 I4436I4426 : 45778 
